ISBN,Title,Author First Name,Author Last Name,Trans First Name,Trans Last Name,Publisher,Genre,Price,Pub Month,Pub Year,Language,Country,Other First Name,Other Last Name,Other Type,Author Gender,Translator Gender
9781542045001,Honest Spy,Andreas,Kollender,Steve,Anderson,AmazonCrossing,Fiction,14.95,Nov,2017,German,Germany,,,,Male,Male
9781848611986,Worlds,Gertrud,Kolmar,Philip,Kuhn,Shearsman Books,Poetry,17.0,Apr,2012,German,Germany,Ruth,Von Zimmermann,Translator,,Both
9781935635666,At the Devil's Banquets,Anise,Koltz,John,Deane,Tavern Books,Poetry,17.0,Jan,2017,French,Luxembourg,,,,Female,Male
9781421549323,Virus: The Day of Resurrection,Sakyo,Komatsu,Daniel,Huddleston,Viz Media,Fiction,25.99,Dec,2012,Japanese,Japan,,,,Male,Male
9781938890130,Hippodrome,Miklavz,Komelj,Dan,Rosenberg,Zephyr Press,Poetry,17.0,Jan,2016,Slovenian,Slovenia,Boris,Gregoric,Translator,Male,Male
9781564788641,Wasabi for Breakfast,Foumiko,Kometani,Mary Goebel,Noguchi,Dalkey Archive,Fiction,15.0,Apr,2013,Japanese,Japan,,,,Female,Female
9780061859397,Budapest Noir,Vilmos,Kondor,Paul,Olchvary,HarperCollins,Fiction,13.99,Feb,2012,Hungarian,Hungary,,,,Male,Male
9789774161438,Gold Dust,Ibrahim Al,Koni,Elliott,Colla,American University at Cairo,Fiction,17.95,Apr,2008,Arabic,Libya,,,,Male,Male
9781859642023,Seven Veils of Seth,Ibrahim al,Koni,William,Hutchins,Garnet Publishing,Fiction,17.95,Sept,2008,Arabic,Libya,,,,Male,Male
9780946162789,Slaves in Their Chains,Theotokis,Konstantinos,J.M.Q.,Davies,Dufour Editions,Fiction,29.95,May,2014,Greek,Greece,,,,Male,Male
9781605983912,Never Coming Back,Hans,Koppel,Kari,Dickson,Pegasus,Fiction,25.99,Dec,2012,Swedish,Sweden,,,,Male,Female
9780983868507,Kaytek the Wizard,Janusz,Korczak,Antonia,Lloyd-Jones,Penlight,Fiction,17.95,Aug,2012,Polish,Poland,,,,Male,Female
9781564788757,"Me, Margarita",Ana,Kordzaia-Samadashvili,Libby,Heighway,Dalkey Archive,Fiction,15.95,Feb,2015,Georgian,Georgia,,,,Female,Female
9781934851050,Been and Gone,Julian,Kornhauser,Piotr,Florczyk,Marick Press,Poetry,14.95,Apr,2009,Polish,Poland,,,,Male,Male
9780981552149,Approaching You in English,Admiel,Kosman,Lisa,Katz,Zephyr Press,Poetry,15.0,Sept,2011,Hebrew,Israel,Shlomit,Naim-Naor,Translator,Male,Female
9781844718559,Golden Boat,Srecko,Kosovel,Bert,Pribac,Salt,Poetry,16.95,Apr,2011,Slovenian,Slovenia,David,Brooks,Translator,Male,Male
9781933254548,"Look Back, Look Ahead",Srecko,Kosovel,Barbara Siegel,Carlson,Ugly Duckling,Poetry,17.0,Mar,2010,Slovenian,Slovenia,Ana,Jelnikar,Translator,Male,Female
9781929631704,Paris Weekend,Sergei,Kostin,Todd,Bludeau,Enigma Books,Fiction,15.0,Jan,2008,Russian,Russia,,,,Male,Male
9780811218436,Kornel Esti,Deszo,Kosztolanyi,Bernard,Adams,New Directions,Fiction,16.95,Feb,2011,Hungarian,Hungary,,,,Male,Male
9781590173398,Skylark,Dezso,Kosztolanyi,Richard,Aczel,New York Review Books,Fiction,15.95,Mar,2010,Hungarian,Hungary,,,,Male,Male
9781908524768,Athenian Blues,Pol,Koutsakis,Pol,Koutsakis,Bitter Lemon,Fiction,14.95,Apr,2017,Greek,Greece,,,,Male,Male
9780914671336,Newcomers,Lojze,Kovacic,Michael,Biggins,Archipelago,Fiction,18.0,Mar,2016,Slovenian,Slovenia,,,,Male,Male
9781616954963,"Innocence, or Murder on Steep Street",Heda Margolius,Kovaly,Alex,Zucker,Soho Press,Fiction,25.95,May,2015,Czech,Czech Republic,,,,Female,Male
9781848611467,Anima,Jose,Kozer,Peter,Boyle,Shearsman Books,Poetry,20.0,Feb,2011,Spanish,Cuba,,,,Male,Male
9781848613744,Tokonoma,Jose,Kozer,Peter,Boyle,Shearsman Books,Poetry,23.0,Oct,2014,Spanish,Cuba,,,,Male,Male
9780989961516,USSR: Diary of a Perestroika Kid,Vladimir,Kozlov,Andrea,Gregovich,Fiction Advocate,Fiction,18.0,Dec,2014,Russian,Russia,,,,Male,Female
9780374175245,Imperium: A Fiction of the South Seas,Christian,Kracht,Daniel,Bowles,FSG,Fiction,22.0,July,2015,German,Germany,,,,Male,Male
9781612191645,Death in Breslau,Marek,Krajewski,Danusia,Stock,Melville House,Fiction,24.95,Sept,2012,Polish,Poland,,,,Male,Female
9781612191775,End of the World in Breslau,Marek,Krajewski,Danusia,Stok,Melville House,Fiction,24.95,Apr,2013,Polish,Poland,,,,Male,Female
9781612193427,Minotaur's Head,Marek,Krajewski,Danusia,Stok,Melville House,Fiction,29.95,Aug,2014,Polish,Poland,,,,Male,Female
9781612192727,Phantoms of Breslau,Marek,Krajewski,Danusia,Stok,Melville House,Fiction,24.95,Jan,2014,Polish,Poland,,,,Male,Female
9781558619449,Chasing the King of Hearts,Hanna,Krall,Philip,Boehm,Feminist Press,Fiction,15.95,Feb,2017,Polish,Poland,,,,Female,Male
9781942658245,Autopsy of a Father,Pascale,Kramer,Robert,Bononno,Bellevue Literary Press,Fiction,16.99,July,2017,French,Switzerland,,,,Female,Male
9781934137550,Child,Pascale,Kramer,Tamsin,Black,Bellevue Literary Press,Fiction,14.95,Jan,2013,French,Switzerland,,,,Female,Female
9780811219167,Animalinside,Laszlo,Krasznahorkai,Ottilie,Mulzet,New Directions,Fiction,20.0,Apr,2011,Hungarian,Hungary,,,,Male,Female
9780956992093,Bill,Laszlo,Krasznahorkai,George,Szirtes,Sylph Editions,Fiction,15.0,Nov,2013,Hungarian,Hungary,,,,Male,Male
9780811226080,Last Wolf and Herman,Laszlo,Krasznahorkai,George,Szirtes,New Directions,Fiction,15.95,Sept,2016,Hungarian,Hungary,John,Batki,Translator,Male,Male
9780811217347,Satantango,Laszlo,Krasznahorkai,Geroge,Szirtes,New Directions,Fiction,25.95,Feb,2012,Hungarian,Hungary,,,,Male,Male
9780811219679,Seiobo There Below,Laszlo,Krasznahorkai,Ottilie,Mulzet,New Directions,Fiction,26.95,July,2013,Hungarian,Hungary,,,,Male,Female
9780811224192,World Goes On,Laszlo,Krasznahorkai,John,Batki,New Directions,Fiction,27.95,Nov,2017,Hungarian,Hungary,Ottilie Mulzet,George Szirtes,Translator,Male,Both
9781933372587,Eros,Helmut,Krausser,Mike,Mitchell,Europa Editions,Fiction,16.95,Aug,2008,German,Germany,,,,Male,Male
9780924047664,Voices from the Bitter Core,Ursula,Krechel,Amy Kepple,Strawser,Host Publications,Poetry,20.0,July,2010,German,Germany,,,,Female,Female
9780993377303,Gravelarks,Jan,Kresadlo,Vaclav,Pinkava,Jantar Publishing,Fiction,31.0,May,2016,Czech,Czech Republic,,,,Male,Male
9781477823118,Rain Girl,Gabi,Kreslehner,Lee,Chadeayne,AmazonCrossing,Fiction,14.95,Aug,2014,German,Austria,,,,Female,Male
9781503934504,Raven Sisters,Gabi,Kreslehner,Alison,Layland,AmazonCrossing,Fiction,14.95,Apr,2016,German,Austria,,,,Female,Female
9781623650841,Someday We'll Tell Each Other Everything,Daniela,Krien,Jamie,Bulloch,MacLehose Press,Fiction,22.99,Sept,2014,German,Germany,Katharina,Bielenberg,Translator,Female,Both
9780231149600,"Teresa, My Love",Julia,Kristeva,Lorna Scott,Fox,Columbia University Press,Fiction,35.0,Nov,2014,French,France,,,,Female,Female
9781909844278,House of the Deaf Man,Peter,Kristufek,Julia,Sherwood,Parthian,Fiction,18.99,Mar,2015,Slovak,Slovakia,Peter,Sherwood,Translator,Male,Both
9781944700195,Collision,Merle,Kroger,Rachel,Hildebrandt,Unnamed Press,Fiction,15.99,Nov,2017,German,Germany,Alexandra,Roesch,Translator,Female,Female
9780985790462,"Datura, or A Delusion We All See",Leena,Krohn,J. Robert,Tupasela,Cheeky Frawg,Fiction,13.99,Nov,2013,Finnish,Finland,Anna,Volmari,Translator,Female,Both
9781890650407,Pereat Mundus,Leena,Krohn,Hildi,Hawkins,Omnidawn,Fiction,14.95,June,2009,Finnish,Finland,,,,Female,Female
9780988352575,Puppets in the Wind,Karl,Krolow,Stuart,Friebert,Bitter Oleander Press,Poetry,21.0,May,2014,German,Germany,,,,Male,Male
9780924047794,Women and Clothes,Brigitte,Kronauer,Jutta,Ittner,Host Publications,Fiction,15.0,Feb,2011,German,Germany,,,,Female,Female
9780810126527,Sailing Against the Wind,Jaan,Kross,Eric,Dickens,Northwestern University Press,Fiction,24.95,Jan,2012,Estonian,Estonia,,,,Male,Male
9780151012688,Executor: A Comedy of Letters,Michael,Kruger,John,Hargraves,Houghton Mifflin Harcourt,Fiction,23.0,Feb,2008,German,Germany,,,,Male,Male
9780857422316,Seasonal Time Change,Michael,Kruger,Joseph,Given,Seagull Books,Poetry,21.0,May,2015,German,Germany,,,,Male,Male
9780811225007,Magnetic Point,Ryszard,Krynicki,Clare,Cavanagh,New Directions,Poetry,18.95,Sept,2017,Polish,Poland,,,,Male,Female
9781681371603,Our Life Grows,Ryszard,Krynicki,Alissa,Valles,New York Review Books,Poetry,14.0,Sept,2017,Polish,Poland,,,,Male,Female
9781590174500,Letter Killers Club,Sigizimund,Krzhizhanovsky,Joanne,Turnbull,New York Review Books,Fiction,14.95,Dec,2011,Russian,Ukraine,,,,Male,Female
9781590176702,Autobiography of a Corpse,Sigizmund,Krzhizhanovsky,Joanne,Turnbull,New York Review Books,Fiction,15.95,Dec,2013,Russian,Ukraine,,,,Male,Female
9781590173190,Memories of the Future,Sigizmund,Krzhizhanovsky,Joanne,Turnbull,New York Review Books,Fiction,15.95,July,2009,Russian,Ukraine,,,,Male,Female
9781681370286,Return of Munchausen,Sigizmund,Krzhizhanovsky,Joanne,Turnbull,New York Review Books,Fiction,15.95,Dec,2016,Russian,Ukraine,,,,Male,Female
9781935210450,Distant Lands,Agnieszka,Kuciak,Karen,Kovacik,White Pine,Poetry,17.0,Mar,2013,Polish,Poland,,,,Female,Female
9781782671060,disUNITY,Anatoly,Kudryavitsky,Carol,Ermacova,Glagoslav Publications,Fiction,23.85,Dec,2013,Russian,Russia,,,,Male,Female
9780300112320,Zelmenyaners,Moyshe,Kulbak,Hillel,Halkin,Yale University Press,Fiction,25.0,Jan,2013,Yiddish,Russia,,,,Male,Male
9781503948570,Aylin,Ayse,Kulin,Dara,Colakoglu,AmazonCrossing,Fiction,14.95,Oct,2015,Turkish,Turkey,,,,Female,Female
9781564787583,Farewell,Ayse,Kulin,Kenneth,Dakan,Dalkey Archive,Fiction,15.95,June,2012,Turkish,Turkey,,,,Female,Male
9781477807613,Last Train to Istanbul,Ayse,Kulin,John,Baker,AmazonCrossing,Fiction,14.95,Oct,2013,Turkish,Turkey,,,,Female,Male
9781503934955,Love in Exile,Ayse,Kulin,Kenneth,Dakan,AmazonCrossing,Fiction,14.95,June,2016,Turkish,Turkey,,,,Female,Male
9781477824870,Rose of Sarajevo,Ayse,Kulin,Kenneth,Dakan,AmazonCrossing,Fiction,10.99,Aug,2014,Turkish,Turkey,,,,Female,Male
9781908323545,Glory of Life,Michael,Kumpfmuller,Anthea,Bell,Haus,Fiction,22.95,Aug,2014,German,Germany,,,,Male,Female
9780996630412,Tula,Jurgis,Kuncinas,Elizabeth,Novickas,Pica Pica Press,Fiction,14.95,Nov,2016,Lithuanian,Lithuania,,,,Male,Female
9781620971758,Cobalt Blue,Sachin,Kundalkar,Jerry,Pinto,New Press,Fiction,25.95,Aug,2016,Marathi,India,,,,Male,Male
9780062356895,Festival of Insignificance,Milan,Kundera,Linda,Asher,HarperCollins,Fiction,23.99,June,2015,French,Czech Republic,,,,Male,Female
9781933382241,Like Things Made of Clay,Reiner,Kunze,Richard,Dove,Green Integer,Poetry,15.95,Jan,2010,German,Germany,,,,Male,Male
9780062678348,Fear,Dirk,Kurbjuweit,Imogen,Taylor,HarperCollins,Fiction,25.99,Oct,2017,German,Germany,,,,Male,Female
9781612190600,Case of the General's Thumb,Andrey,Kurkov,George,Bird,Melville House,Fiction,14.95,Feb,2012,Russian,Russia,,,,Male,Male
9781935554561,Penguin Lost,Andrey,Kurkov,George,Bird,Melville House,Fiction,14.95,Sept,2011,Russian,Russia,,,,Male,Male
9780811223638,Beauty Is a Wound,Eka,Kurniawan,Annie,Tucker,New Directions,Fiction,19.95,Sept,2015,Indonesian,Indonesia,,,,Male,Female
9781781688595,Man Tiger,Eka,Kurniawan,Labodalih,Sembiring,Verso,Fiction,18.95,Sept,2015,Indonesian,Indonesia,,,,Male,Male
9780811225649,"Vengeance Is Mine, All Other Pay Cash",Eka,Kurniawan,Annie,Tucker,New Directions,Fiction,15.95,July,2017,Indonesian,Indonesia,,,,Male,Female
9781611720167,I Wait for the Moon,Momoko,Kuroda,Abigail,Friedman,Stone Bridge Press,Poetry,14.95,Oct,2014,Japanese,Japan,,,,Female,Female
9781564788658,Day in the Life,Senji,Kuroi,Giles,Murray,Dalkey Archive,Fiction,15.0,May,2013,Japanese,Japan,,,,Male,Male
9781582437040,"Paradise Bird Tattoo (or, Attempted Double-Suicide)",Choukitsu,Kurumatani,Kenneth,Bryson,Counterpoint,Fiction,14.95,Mar,2011,Japanese,Japan,,,,Male,Male
9780374535483,Apollo in the Grass,Aleksandr,Kushner,Carol,Ueland,FSG,Poetry,14.0,July,2015,Russian,Russia,Robert,Carnevale,Translator,Male,Both
9781910124970,Babylon Berlin,Volker,Kutscher,Niall,Sellar,Sandstone,Fiction,16.0,May,2017,German,Germany,,,,Male,Male
9785717200899,Mendeleev Rock,Andrei,Kuzechkin,Andrew,Bromfield,Glas,Fiction,15.0,Sept,2011,Russian,Russia,Pavel,Kostin,Author,Male,Male
9781783290246,Butterfly Skin,Sergey,Kuznetsov,Andrew,Bromfield,Titan Books,Fiction,14.95,Sept,2014,Russian,Russia,,,,Male,Male
9781628970524,Round-Dance of Water,Sergey,Kuznetsov,Valeriya,Yermishova,Dalkey Archive,Fiction,18.5,Sept,2017,Russian,Russia,,,,Male,Female
9786029144246,Rose of Cikembang,Tek Hoay,Kwee,George,Fowler,Lontar,Fiction,18.0,Jan,2013,Indonesian,Indonesia,,,,Male,Male
9781628971170,God Has No Grandchildren,Kim,Kyeong-uk,Kang,Sunok,Dalkey Archive,Fiction,17.0,Dec,2015,Korean,South Korea,Melissa,Thomson,Translator,Male,Female
9781421532332,Loups-Garous,Natsuhiko,Kyogoku,Anne,Ishii,Viz Media,Fiction,16.99,May,2010,Japanese,Japan,,,,Male,Female
9781934287255,Summer of the Ubume,Natsuhiko,Kyogoku,Alexander,Smith,Vertical,Fiction,16.95,Apr,2009,Japanese,Japan,,,,Male,Male
9781558616011,From Wonso Pond,Kang,Kyong-ae,Samuel,Perry,Feminist Press,Fiction,16.95,July,2009,Korean,South Korea,,,,Female,Male
9781476775362,Beggar and the Hare,Tuomas,Kyro,David,McDuff,Simon & Schuster,Fiction,16.0,Aug,2014,Finnish,Finland,,,,Male,Male
9781935210085,Borderland Roads,Ho,Kyun,Ian,Haight,White Pine,Poetry,16.0,Dec,2009,Korean,South Korea,,,,Male,Male
9781935744610,Bottom of the Jar,Abdellatif,Laabi,Andre,Naffis-Sahely,Archipelago,Fiction,17.0,Apr,2013,French,Morocco,,,,Male,Male
9780914671596,In Praise of Defeat,Abdellatif,Laabi,Donald,Nicholson-Smith,Archipelago,Poetry,18.0,Nov,2016,French,Morocco,,,,Male,Male
9781940953243,Loquela,Carlos,Labbe,Will,Vanderhyden,Open Letter,Fiction,13.95,Dec,2015,Spanish,Chile,,,,Male,Male
9781934824924,Navidad & Matanza,Carlos,Labbe,Will,Vanderhyden,Open Letter,Fiction,12.95,Apr,2014,Spanish,Chile,,,,Male,Male
9781605988566,Drowning,Camilla,Lackberg,Tiina,Nunnally,Pegasus,Fiction,25.95,Sept,2015,Swedish,Sweden,,,,Female,Female
9781605985534,Hidden Child,Camilla,Lackberg,Marlaine,Delargy,Pegasus,Fiction,25.95,May,2014,Swedish,Sweden,,,,Female,Female
9781605980928,Ice Princess,Camilla,Lackberg,Steven,Murray,Pegasus,Fiction,25.95,June,2010,Swedish,Sweden,,,,Female,Male
9781681772042,Lost Boy,Camilla,Lackberg,Tiina,Nunnally,Pegasus,Fiction,25.95,Oct,2016,Swedish,Sweden,,,,Female,Female
9781605983301,Stonecutter,Camilla,Lackberg,Steven,Murray,Pegasus,Fiction,25.95,May,2012,Swedish,Sweden,,,,Female,Male
9781605984254,Stranger,Camilla,Lackberg,Steven,Murray,Pegasus,Fiction,25.95,May,2013,Swedish,Sweden,,,,Female,Male
9781564789075,Whole of Life,Jurg,Laederach,Geoffrey,Howes,Dalkey Archive,Fiction,15.0,Dec,2013,German,Switzerland,,,,Male,Male
9781553654833,Heading South,Dany,Laferriere,Wayne,Grady,Douglas & McIntyre,Fiction,17.95,Sept,2010,French,Haiti,,,,Male,Male
9781553655855,How to Make Love to a Negro without Getting Tired,Dany,Laferriere,David,Homel,Douglas & McIntyre,Fiction,15.95,Oct,2010,French,Quebec,,,,Male,Male
9781553655831,I Am a Japanese Writer,Dany,Laferriere,David,Homel,Douglas & McIntyre,Fiction,17.95,May,2011,French,Quebec,,,,Male,Male
9781609806910,Little Communist Who Never Smiled,Lola,Lafon,Nick,Caistor,Seven Stories Press,Fiction,18.95,Aug,2016,French,France,,,,Female,Male
9780857421890,We Are the Birds of the Coming Storm,Lola,Lafon,David,Ball,Seagull Books,Fiction,27.5,July,2014,French,Romania,Nicole,Ball,Translator,Female,Male
9781890650544,Last Verses,Jules,Laforgue,Donald,Revell,Omnidawn,Poetry,17.95,Sept,2011,French,Uruguay,,,,Male,Male
9781101946695,Fall of Man in Wilmslow,David,Lagercrantz,George,Goulding,Knopf,Fiction,26.95,May,2016,Swedish,Sweden,,,,Male,Male
9780385354288,Girl in the Spider's Web,David,Lagercrantz,George,Goulding,Knopf,Fiction,28.99,Sept,2015,Swedish,Sweden,,,,Male,Male
9781609453817,Ferocity,Nicola,Lagioia,Antony,Shugaar,Europa Editions,Fiction,18.0,May,2017,Italian,Italy,,,,Male,Male
9781564788603,Call Me Brooklyn,Eduardo,Lago,Ernest,Mestre-Reed,Dalkey Archive,Fiction,16.5,Sept,2013,Spanish,Spain,,,,Female,Male
9781599540023,"Tosca, The Cat Lady",Gina,Lagorio,Martha,King,Bordighera Press,Poetry,16.0,Oct,2009,Italian,Italy,,,,Female,Female
9780984331260,Belleza y Felicidad,Fernanda,Laguna,Stuart,Krimko,Sand Paper Press,Poetry,22.0,Feb,2015,Spanish,Argentina,Cecilia,Pavon,Author,Female,Male
9781941920565,Moonbath,Yanick,Lahens,Emily,Gogolak,Deep Vellum,Fiction,14.95,June,2017,French,Haiti,,,,Female,Female
9781447232780,Catalyst Killing,Hans Olav,Lahlum,Kari,Dickson,Pan Macmillan,Fiction,14.95,Feb,2017,Norwegian,Norway,,,,Male,Female
9781447232773,Satellite People,Hans Olav,Lahlum,Kari,Dickson,Pan Macmillan,Fiction,14.95,Nov,2016,Norwegian,Norway,,,,Male,Female
9789881604798,Kite Family,Hon,Lai-Chu,Andrea,Lingenfelter,Muse,Fiction,18.0,Sept,2015,Chinese,China,,,,Female,Female
9780985062347,Color of Smoke,Menyhert,Lakatos,Ann,Major,New Europe,Fiction,17.95,Aug,2015,Hungarian,Hungary,,,,Male,Female
9781933372617,Clash of Civilizations Over an Elevator in Piazza Vittorio,Amara,Lakhous,Ann,Goldstein,Europa Editions,Fiction,14.95,Oct,2008,Italian,Morocco,,,,Male,Female
9781609451882,Dispute Over a Very Italian Piglet,Amara,Lakhous,Ann,Goldstein,Europa Editions,Fiction,15.0,Apr,2014,Italian,Morocco,,,,Male,Female
9781609450663,Divorce Islamic Style,Amara,Lakhous,Ann,Goldstein,Europa Editions,Fiction,15.0,Apr,2012,Italian,Morocco,,,,Male,Female
9781609453091,Hoax of the Little Virgin in Via Ormea,Amara,Lakhous,Ann,Goldstein,Europa Editions,Fiction,16.0,May,2016,Italian,Morocco,,,,Male,Female
9781609453091,Prank of the Good Little Virgin of Via Ormea,Amara,Lakhous,Antony,Shugaar,Europa Editions,Fiction,16.0,May,2016,Italian,Algeria,,,,Male,Male
9780226207483,Simone,Eduardo,Lalo,David,Frye,University of Chicago,Fiction,17.0,Oct,2015,Spanish,Puerto Rico,,,,Male,Male
9781890650674,Fortino Samano,Virginie,Lalucq,Cynthia Hogue,Sylvain Gallais,Omnidawn,Poetry,19.95,Sept,2012,French,France,Jean-Luc,Nancy,Author,Female,Female
9781934289822,"I, the Worst of All",Estela,Lamat,Michael,Leong,BlazeVOX,Poetry,16.0,Mar,2009,Spanish,Chile,,,,Female,Male
9781938890017,Canyon in the Body,Lan,Lan,Fiona,Sze-Lorrain,Zephyr Press,Poetry,15.0,Feb,2014,Chinese,China,,,,Female,Female
9780727884909,Pyrophobia,Jack,Lance,Lia,Belt,Severn,Fiction,28.95,July,2015,Dutch,Netherlands,,,,Male,Female
9780727885692,Zone: A Paranormal Thriller,Jack,Lance,Lia,Belt,Severn,Fiction,28.95,Mar,2016,Dutch,Netherlands,,,,Male,Female
9781908323248,Tretjak,Max,Landorff,Baida,Dar,Haus,Fiction,15.0,Aug,2013,German,Germany,,,,Both,Female
9781771860987,Listening for Jupiter,Pierre-Luc,Landry,Arielle,Aaronson,QC Fiction,Fiction,19.95,June,2017,French,Quebec,Madeleine,Stratford,Translator,Male,Female
9781503949812,Reap the Storm,Siegfried,Langer,Jaime,McGill,AmazonCrossing,Fiction,14.95,Nov,2015,German,Germany,,,,Male,Female
9781590514849,Life Is Short and Desire Endless,Patrick,Lapeyre,Adriana,Hunter,Other Press,Fiction,16.95,June,2012,French,France,,,,Male,Female
9789652296405,Woman of Valor,Lihi,Lapid,Lihi,Lapid,Gefen Publishing,Fiction,24.95,Nov,2013,Hebrew,Israel,,,,Female,Female
9781592642304,Valley of Strength,Shulamit,Lapid,Philip,Simpson,Toby Press,Fiction,24.95,Mar,2009,Hebrew,Israel,,,,Female,Male
9780307377487,Easy Money,Jens,Lapidus,Astri ,von Arbin Ahlander,Pantheon,Fiction,26.95,Apr,2012,Swedish,Sweden,,,,Male,Female
9780307377500,Life Deluxe,Jens,Lapidus,Astri von,Arbin Ahlander,Knopf,Fiction,27.95,Sept,2014,Swedish,Sweden,,,,Male,Female
9780307377494,Never Fuck Up,Jens,Lapidus,Astri von Arbin,Ahlander,Pantheon,Fiction,26.95,June,2013,Swedish,Sweden,,,,Male,Female
9780525431718,Stockholm Delete,Jens,Lapidus,Alice,Menzies,Vintage,Fiction,16.95,Apr,2017,Swedish,Sweden,,,,Male,Female
9781611091454,Between Love and Honor,Alexandra,Lapierre,Jane,Lizop,AmazonCrossing,Fiction,14.95,Apr,2012,French,France,,,,Female,Female
9780983476412,Islands of the Dying Light,Rolf,Lappert,Eugene,Hayworth,Owl Canyon Press,Fiction,24.95,June,2012,German,Switzerland,,,,Male,Male
9780979513794,Poems of A. O. Barnabooth,Valery,Larbaud,Ron,Padgett,Black Widow Press,Poetry,19.95,June,2008,French,France,Bill,Zavatsky,Translator,Male,Male
9781477820261,Call of the Kiwi,Sarah,Lark,D. W.,Lovett,AmazonCrossing,Fiction,14.95,May,2014,German,Germany,,,,Female,Female
9781503942677,Hope at the End of the World,Sarah,Lark,D. W.,Lovett,AmazonCrossing,Fiction,14.95,Mar,2017,German,Germany,,,,Female,Female
9781612184265,In the Land of the Long White Cloud,Sarah,Lark,D. W.,Lovett,AmazonCrossing,Fiction,14.95,Aug,2012,German,Germany,,,,Female,Female
9783838753218,Island of a Thousand Springs,Sarah,Lark,Sharmila,Cohen,Bastei Entertainment,Fiction,5.99,Oct,2014,Germany,German,,,,Female,Female
9783732503483,Island of the Red Mangroves,Sarah,Lark,Sharmila,Cohen,Bastei Entertainment,Fiction,5.99,July,2015,Germany,German,,,,Female,Female
9781477807675,Song of the Spirits,Sarah,Lark,D. W.,Lovett,AmazonCrossing,Fiction,14.95,Aug,2013,German,Germany,,,,Female,Female
9781503948815,Toward the Sea of Freedom,Sarah,Lark,D. W.,Lovett,AmazonCrossing,Fiction,14.95,Jan,2016,German,Germany,,,,Female,Female
9781628970029,Orphans,Hadrien,Laroche,Jan,Steyn,Dalkey Archive,Fiction,14.95,Oct,2014,French,France,,,,Male,Male
9781941920268,Curious Case of Dassoukine's Trousers,Fouad,Laroui,Emma,Ramadan,Deep Vellum,Fiction,14.95,June,2016,French,Morocco,,,,Male,Female
9781617752971,Stockholm Noir,Nathan,Larson,Various,Various,Akashic Books,Fiction,15.95,Mar,2016,Swedish,Sweden,Carl-Michael,Edenborg,Editor,Male,Both
9781623651398,Second Deadly Sin,Asa,Larsson,Laurie,Thompson,MacLehose Press,Fiction,26.99,Aug,2014,Swedish,Sweden,,,,Female,Male
9781402787164,Until Thy Wrath Be Past,Asa,Larsson,Laurie,Thompson,Sterling/Silver Oak,Fiction,24.95,Aug,2011,Swedish,Sweden,,,,Female,Male
9780307269997,Girl Who Kicked the Hornet's Nest,Stieg,Larsson,Reg,Keeland,Knopf,Fiction,27.95,May,2010,Swedish,Sweden,,,,Male,Male
9780307269980,Girl Who Played with Fire,Stieg,Larsson,Reg,Keeland,Knopf,Fiction,25.95,Aug,2009,Swedish,Sweden,,,,Male,Male
9780307269751,Girl with the Dragon Tattoo,Stieg,Larsson,Reg,Keeland,Knopf,Fiction,24.95,Sept,2008,Swedish,Sweden,,,,Male,Male
9780815610564,My Blue Piano,Else,Lasker-Schuler,Brooks,Haxton,Syracuse University Press,Poetry,14.95,Nov,2015,German,Germany,,,,Female,Male
9781590516515,Diary of the Fall,Michel,Laub,Margaret Jull,Costa,Other Press,Fiction,16.95,Aug,2014,Portuguese,Brazil,,,,Male,Female
9783838748740,Cotton FBI - Episode 07,Mara,Laue,Sharmila,Cohen,Bastei Entertainment,Fiction,1.99,Apr,2014,Germany,German,,,,Female,Female
9781910477304,French Rhapsody,Antoine,Laurain,Jane,Aitken,Gallic Books,Fiction,14.95,Oct,2016,French,France,Emily,Boyce,Translator,Female,Female
9781910477434,Portrait,Antoine,Laurain,Emily,Boyce,Gallic Books,Fiction,13.95,July,2017,French,France,Jane,Aitken,Translator,Male,Female
9781908313478,President's Hat,Antoine,Laurain,Gallic,Books,Gallic Books,Fiction,14.95,Sept,2013,French,France,,,,Male,Both
9781908313867,Red Notebook,Antoine,Laurain,Gallic,Books,Gallic Books,Fiction,14.95,Apr,2015,French,France,,,,Male,Both
9781908276407,By Night the Mountain Burns,Juan Tomas Avila,Laurel,Jethro,Soutar,And Other Stories,Fiction,15.95,Nov,2014,Spanish,Equatorial Guinea,,,,Male,Male
9781908276940,Gurugu Pledge,Juan Tomas Avila,Laurel,Jethro,Soutar,And Other Stories,Fiction,15.95,Aug,2017,Spanish,Equatorial Guinea,,,,Male,Male
9781590518328,Who You Think I Am,Camille,Laurens,Adriana,Hunter,Other Press,Fiction,14.95,Mar,2017,French,France,,,,Female,Female
9781564784315,Do Not Touch,Eric,Laurrent,Jeanine,Herman,Dalkey Archive,Fiction,12.95,Jan,2009,French,France,,,,Male,Female
9781771662987,Readopolis,Bertrand,Laverdure,Oana,Avasilichioaei,Book Thug,Fiction,20.0,May,2017,French,Quebec,,,,Male,Female
9785717201261,Yaroslavl Stories,Anna,Lavrinenko,Christopher,Tauchen,Glas,Fiction,15.0,Apr,2014,Russian,Russia,,,,Female,Male
9780979333088,Great Weaver from Kashmir,Halldor,Laxness,Philip,Roughton,Archipelago,Fiction,26.0,Oct,2008,Icelandic,Iceland,,,,Male,Male
